id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,year_remod
591,534152120,20,5,80.0,9650,1,2,0,1,2,1,0,16,5,4,3,4,6,5,44.46346815083142,1977,2,0,9,10,2,360.0,1,3,3,3,2,0,3,686.0,3,0.0,664.0,1350.0,4,2,1,4,1334,0,0,1334,0.0,1.0,2,0,2,1,1,6,7,1,2,4,1977.0,1,2.0,630.0,2,3,2,0,16,0,0,0,0,4,4,4,0,4,2009,4,167900,44.46346815083142
1897,534425080,20,5,64.0,14585,1,2,2,1,2,4,0,11,5,4,3,4,6,6,44.27188724235731,1987,2,0,5,5,2,85.0,1,3,3,2,2,0,1,594.0,2,219.0,331.0,1144.0,4,4,1,4,1429,0,0,1429,0.0,1.0,1,0,3,1,2,7,7,2,3,4,1960.0,0,2.0,572.0,2,3,2,216,110,0,0,0,0,4,4,4,0,6,2007,4,181900,44.57577817604534
70,528458110,20,6,75.0,9000,1,2,0,1,2,1,0,21,5,4,3,4,8,5,44.81071300481616,2008,2,0,11,12,3,36.0,2,3,5,3,2,2,5,1078.0,3,0.0,488.0,1566.0,4,4,1,4,1566,0,0,1566,1.0,0.0,2,0,3,1,2,7,7,0,5,4,2008.0,1,2.0,750.0,2,3,2,144,168,0,0,0,0,4,4,4,0,4,2010,4,262500,44.81071300481616
590,534151120,60,5,65.0,13774,1,2,2,1,2,1,0,16,5,4,3,6,7,7,44.46346815083142,1992,5,0,8,9,2,283.0,1,2,5,3,2,0,5,432.0,3,0.0,476.0,908.0,4,4,1,4,1316,972,0,2288,0.0,0.0,1,2,4,1,2,8,7,2,2,4,1977.0,1,2.0,520.0,2,3,2,321,72,0,0,156,0,4,4,4,0,11,2009,4,230000,44.63182720884279
1172,533215080,120,6,50.0,5119,1,2,2,1,2,4,0,21,5,4,4,4,9,5,44.710177812216315,2000,2,0,6,8,2,60.0,2,3,5,4,2,2,5,1238.0,3,0.0,460.0,1698.0,4,4,1,4,1709,0,0,1709,1.0,0.0,2,0,2,1,2,5,7,1,2,4,1999.0,2,2.0,506.0,2,3,2,97,65,0,0,0,0,4,4,4,0,1,2008,5,328900,44.721359549995796
1714,528172070,20,5,71.0,9254,1,2,2,1,2,1,0,26,5,4,3,4,8,5,44.77722635447622,2005,2,0,11,12,2,210.0,2,3,5,3,2,0,5,119.0,3,0.0,1602.0,1721.0,4,4,1,4,1721,0,0,1721,1.0,0.0,2,0,3,1,2,7,7,0,5,4,2005.0,1,2.0,554.0,2,3,2,168,27,0,0,0,0,4,4,4,0,1,2007,4,232698,44.77722635447622
829,906380220,20,5,95.0,10324,1,2,2,1,2,2,0,18,5,4,3,4,8,5,44.81071300481616,2008,2,0,11,12,2,140.0,2,3,5,3,2,2,5,872.0,3,0.0,382.0,1254.0,4,4,1,4,1254,0,0,1254,1.0,0.0,2,0,2,1,2,5,7,0,5,4,2008.0,1,3.0,810.0,2,3,2,168,92,0,0,0,0,4,4,4,0,3,2009,4,221800,44.81071300481616
1397,905227050,50,5,63.0,8375,1,2,0,1,2,2,0,8,5,4,3,1,5,7,44.05678154382138,1973,2,0,5,5,1,0.0,1,3,1,2,2,0,3,336.0,3,0.0,240.0,576.0,4,3,1,4,864,486,0,1350,1.0,0.0,1,1,2,1,2,6,5,0,5,3,1973.0,0,3.0,627.0,2,3,0,0,0,0,0,0,0,4,2,4,0,6,2008,4,152400,44.41846462902562
877,907290090,20,5,75.0,9750,1,2,0,1,2,1,0,18,5,4,3,4,7,5,44.721359549995796,2001,2,0,11,12,2,171.0,2,3,5,3,2,0,4,0.0,3,0.0,1630.0,1630.0,4,4,1,4,1630,0,0,1630,0.0,0.0,2,0,3,1,2,6,7,1,2,4,2000.0,0,2.0,451.0,2,3,2,74,234,0,0,0,0,4,4,4,0,10,2009,4,213000,44.73253849269008
2477,531376050,60,5,74.0,7632,1,2,2,1,2,1,0,13,5,4,3,6,7,5,44.77722635447622,2005,2,0,11,12,2,96.0,2,3,5,3,2,0,4,0.0,3,0.0,784.0,784.0,4,4,1,4,831,754,0,1585,0.0,0.0,2,1,3,1,2,7,7,0,5,4,2005.0,1,2.0,449.0,2,3,2,100,77,0,0,0,0,4,4,4,0,3,2006,4,184900,44.77722635447622
2871,909428110,190,5,90.0,15750,1,2,0,1,2,2,0,19,5,4,0,4,5,5,44.19275958796871,1953,5,0,6,8,2,56.0,1,3,3,2,2,1,1,841.0,3,0.0,324.0,1165.0,4,2,1,4,1336,0,0,1336,1.0,0.0,1,0,2,1,1,5,7,2,3,4,1953.0,0,1.0,375.0,2,3,2,0,0,0,0,0,0,4,4,4,0,6,2006,4,157000,44.19275958796871
2489,532353030,20,5,80.0,9240,1,2,2,1,2,1,0,8,5,4,3,4,5,6,44.294469180700204,2002,5,0,8,9,1,0.0,1,3,3,2,2,0,1,612.0,3,0.0,252.0,864.0,4,3,1,4,1211,0,0,1211,0.0,0.0,1,0,2,1,1,6,5,1,2,1,1972.0,0,2.0,576.0,2,3,2,161,0,0,0,0,0,4,2,4,0,3,2006,4,144000,44.74371464239419
1655,527354050,20,5,80.0,10400,1,2,0,1,2,1,0,16,5,4,3,4,6,5,44.48595283907045,1999,2,0,6,8,2,253.0,1,3,3,3,2,0,5,903.0,3,0.0,356.0,1259.0,4,4,1,4,1353,0,0,1353,1.0,0.0,2,0,2,1,1,5,7,1,2,4,1979.0,1,2.0,478.0,2,3,2,240,141,0,0,0,0,4,4,4,0,8,2007,4,192350,44.710177812216315
1891,534401120,20,5,80.0,8800,1,2,0,1,2,1,0,11,5,4,3,4,7,6,44.339598554790726,1966,5,0,8,10,2,202.0,1,3,3,2,2,0,1,654.0,3,0.0,520.0,1174.0,4,4,1,4,1200,0,0,1200,0.0,1.0,2,0,3,1,1,6,7,1,2,4,1966.0,1,2.0,440.0,2,3,2,0,0,0,0,0,0,4,2,4,0,10,2007,5,163500,44.339598554790726
1419,906204150,60,5,86.0,11839,1,2,0,1,2,1,0,13,5,4,3,6,7,5,44.609416046390926,1990,5,0,8,9,2,99.0,1,3,5,3,2,0,5,1085.0,3,0.0,390.0,1475.0,4,4,1,4,1532,797,0,2329,1.0,0.0,2,1,4,1,2,10,7,1,4,4,1990.0,0,2.0,514.0,2,3,2,192,121,0,0,0,0,4,4,4,0,5,2008,4,262280,44.609416046390926
1473,907405020,20,5,70.0,9135,1,2,0,1,2,1,0,18,5,4,3,4,7,5,44.74371464239419,2003,2,0,11,12,2,113.0,2,3,5,3,2,2,5,810.0,3,0.0,726.0,1536.0,4,4,1,4,1536,0,0,1536,1.0,0.0,2,0,3,1,2,7,7,0,5,4,2002.0,1,2.0,532.0,2,3,2,192,74,0,0,0,0,4,4,4,0,12,2008,4,214000,44.75488800120049
2868,909425120,20,5,90.0,14115,1,2,2,1,2,1,0,19,5,4,3,4,6,7,44.22668877499196,2004,2,0,13,4,1,0.0,1,3,5,2,2,0,3,296.0,5,547.0,230.0,1073.0,4,4,1,4,1811,0,0,1811,0.0,0.0,1,0,2,1,3,6,7,1,3,4,1956.0,2,2.0,470.0,2,3,2,0,0,280,0,0,0,4,4,4,0,7,2006,4,230000,44.76605857119878
1695,528108160,60,5,109.0,14154,1,2,0,1,2,2,0,26,5,4,3,6,7,5,44.78839135311738,2006,2,0,11,12,2,350.0,2,3,5,4,4,0,4,0.0,3,0.0,1063.0,1063.0,4,4,1,4,1071,1101,0,2172,0.0,0.0,2,1,3,1,2,9,7,1,3,4,2006.0,1,3.0,947.0,2,3,2,192,62,0,0,0,0,4,4,4,0,8,2007,8,280000,44.78839135311738
2244,911128010,20,2,65.0,6565,1,2,0,1,2,2,0,1,5,4,3,4,4,6,44.23799272118933,1980,2,0,6,8,1,0.0,1,3,3,2,2,0,5,967.0,3,0.0,106.0,1073.0,4,3,1,3,1073,0,0,1073,1.0,0.0,1,0,3,1,1,6,7,0,5,1,1985.0,0,2.0,720.0,2,3,2,0,444,0,0,0,0,4,4,4,0,8,2007,4,140000,44.49719092257398
169,535477020,60,5,70.0,7700,1,2,0,1,2,1,0,11,8,4,3,6,6,5,44.339598554790726,1966,2,0,6,8,2,351.0,1,3,3,2,2,0,4,0.0,3,0.0,756.0,756.0,4,2,1,4,1051,788,0,1839,0.0,0.0,1,1,4,1,1,7,7,1,2,4,1966.0,0,2.0,442.0,2,3,2,0,124,216,0,0,0,4,4,4,0,6,2010,4,155000,44.339598554790726
2670,902456015,50,2,63.0,4761,1,2,0,1,2,2,0,1,5,4,3,0,3,3,43.79497688091638,1950,2,0,5,5,1,0.0,0,1,1,2,0,0,4,0.0,3,0.0,1020.0,1020.0,4,1,0,1,1020,0,0,1020,0.0,0.0,1,0,2,1,0,5,7,0,5,6,1939.0,3,0.0,0.0,5,5,0,0,0,105,0,0,0,4,4,4,0,10,2006,2,64500,44.15880433163923
247,906204230,60,5,87.0,12361,1,2,2,1,2,4,0,13,5,4,3,6,6,7,44.64302857109943,1993,2,0,11,12,2,85.0,2,2,5,3,2,0,5,860.0,3,0.0,86.0,946.0,4,4,1,4,964,838,0,1802,0.0,1.0,2,1,3,1,2,8,7,1,3,3,2000.0,1,4.0,1017.0,2,3,2,450,92,0,0,0,0,4,4,4,0,5,2010,4,218000,44.64302857109943
2137,907200250,80,5,72.0,9720,1,2,0,1,2,1,0,18,5,4,3,3,5,7,44.46346815083142,1977,2,0,9,12,2,51.0,1,3,3,2,3,2,3,755.0,3,0.0,240.0,995.0,4,2,1,4,1009,0,0,1009,0.0,0.0,2,0,3,1,1,6,7,1,1,1,1977.0,0,2.0,576.0,2,3,2,0,0,0,0,0,0,4,2,4,0,6,2007,4,160000,44.46346815083142
1794,528456190,20,6,72.0,8640,1,2,0,1,2,1,0,21,5,4,3,4,8,5,44.799553569204235,2007,2,0,11,12,1,0.0,2,3,5,3,2,0,5,24.0,3,0.0,1314.0,1338.0,4,4,1,4,1338,0,0,1338,0.0,0.0,2,0,3,1,2,6,7,0,5,4,2007.0,1,2.0,598.0,2,3,2,0,141,0,0,0,0,4,4,4,0,11,2007,8,208900,44.799553569204235
1498,908154080,20,5,123.0,47007,1,2,2,1,2,1,0,5,5,4,3,4,5,7,44.26059195266146,1996,2,0,9,10,1,0.0,1,3,0,5,5,4,6,0.0,6,0.0,0.0,0.0,4,2,1,4,3820,0,0,3820,1.0,0.0,3,1,5,1,3,11,7,2,3,4,1959.0,0,2.0,624.0,2,3,2,0,372,0,0,0,0,4,4,4,0,7,2008,4,284700,44.67661580737735
1164,533212140,160,6,30.0,3180,1,1,0,1,2,1,0,21,5,4,4,6,7,5,44.799553569204235,2007,2,0,11,12,1,0.0,2,3,5,3,2,0,4,0.0,3,0.0,689.0,689.0,4,4,1,4,703,689,0,1392,0.0,0.0,2,0,2,1,2,5,7,0,5,1,2007.0,0,2.0,540.0,2,3,2,0,102,0,0,0,0,4,4,4,0,3,2008,4,146000,44.799553569204235
1179,533250050,120,5,38.0,14963,1,2,3,1,2,1,0,23,5,4,4,4,8,5,44.67661580737735,1996,2,0,10,11,1,0.0,2,3,5,3,2,0,5,786.0,3,0.0,474.0,1260.0,4,4,1,4,1288,0,0,1288,1.0,0.0,1,1,1,1,3,4,7,2,3,4,1996.0,2,2.0,500.0,2,3,2,120,30,0,0,224,0,4,4,4,0,12,2008,4,245500,44.67661580737735
1340,903228090,45,3,50.0,5000,1,2,0,0,2,1,2,4,5,4,3,0,6,7,43.88621651498338,1950,2,0,6,8,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,992.0,992.0,4,4,1,4,1013,0,0,1013,0.0,0.0,1,0,3,1,1,6,7,0,5,1,1926.0,0,1.0,160.0,1,3,2,0,0,101,0,0,0,4,4,4,0,4,2008,4,113000,44.15880433163923
436,528116010,20,5,129.0,16870,1,2,2,1,2,3,0,26,5,4,3,4,8,5,44.76605857119878,2005,5,0,11,12,2,238.0,2,3,5,4,2,3,5,1531.0,3,0.0,251.0,1782.0,4,4,1,4,1782,0,0,1782,1.0,0.0,2,0,3,1,2,7,7,2,3,4,2004.0,2,3.0,932.0,2,3,2,99,82,0,0,0,0,4,4,4,0,4,2009,4,296000,44.77722635447622
1636,527210060,20,5,86.0,14157,1,2,2,3,2,2,0,27,5,4,3,4,9,5,44.77722635447622,2006,5,0,11,12,3,200.0,2,3,5,4,2,3,5,1249.0,3,0.0,673.0,1922.0,4,4,1,4,1922,0,0,1922,1.0,0.0,2,0,3,1,2,8,7,1,3,4,2005.0,2,3.0,676.0,2,3,2,178,51,0,0,0,0,4,4,4,0,7,2007,4,377426,44.78839135311738
421,528102040,20,5,96.0,12456,1,2,0,1,2,0,0,26,5,4,3,4,10,5,44.78839135311738,2007,5,0,12,14,3,230.0,3,3,5,4,2,3,5,1172.0,3,0.0,528.0,1700.0,4,4,1,4,1718,0,0,1718,1.0,0.0,2,0,3,1,3,7,7,1,3,4,2008.0,2,3.0,786.0,2,3,2,216,48,0,0,0,0,4,4,4,0,7,2009,4,337500,44.799553569204235
457,528176030,20,5,100.0,14836,1,2,2,3,2,1,2,26,5,4,3,4,10,5,44.76605857119878,2005,5,0,12,14,3,730.0,3,3,5,4,2,3,5,2146.0,3,0.0,346.0,2492.0,4,4,1,4,2492,0,0,2492,1.0,0.0,2,1,2,1,3,8,7,1,4,4,2004.0,2,3.0,949.0,2,3,2,226,235,0,0,0,0,4,4,4,0,2,2009,4,552000,44.77722635447622
2834,908225180,50,5,56.0,6956,1,2,0,1,2,1,0,5,5,4,3,1,4,7,44.13615298142782,1950,2,0,11,12,1,0.0,1,2,3,1,2,1,4,0.0,3,0.0,624.0,624.0,4,4,1,4,624,312,0,936,0.0,0.0,1,0,3,1,1,5,7,0,5,4,1948.0,0,1.0,265.0,2,0,2,0,0,0,0,0,0,4,4,4,0,4,2006,4,97900,44.15880433163923
517,528456240,20,6,75.0,7862,1,2,2,1,2,1,0,21,5,4,3,4,6,5,44.82186966202994,2009,2,0,11,12,1,0.0,2,3,5,3,2,0,5,27.0,3,0.0,1191.0,1218.0,4,4,1,4,1218,0,0,1218,0.0,0.0,2,0,2,1,2,4,7,0,5,4,2009.0,2,2.0,676.0,2,3,2,0,102,0,0,0,0,4,4,4,0,9,2009,8,208300,44.82186966202994
1566,914467050,60,5,70.0,11050,1,2,0,1,2,1,0,12,5,4,3,6,7,5,44.67661580737735,1997,2,0,11,12,1,0.0,1,3,5,3,2,1,4,0.0,3,0.0,910.0,910.0,4,4,1,4,910,910,0,1820,0.0,0.0,2,1,3,1,2,8,7,1,2,4,1996.0,0,3.0,816.0,2,3,2,318,32,0,0,0,0,4,4,4,0,9,2008,4,213000,44.68780594300866
1439,907187030,60,5,57.0,8924,1,2,2,1,2,4,0,18,5,4,3,6,7,5,44.69899327725402,1999,2,0,11,12,1,0.0,1,3,5,3,2,2,4,0.0,3,0.0,880.0,880.0,4,4,1,4,880,844,0,1724,0.0,0.0,2,1,3,1,2,8,7,0,5,4,1998.0,2,2.0,527.0,2,3,2,120,155,0,0,0,0,4,4,4,0,7,2008,4,188000,44.710177812216315
2577,535177100,20,5,107.0,9610,1,2,2,1,2,2,0,11,3,4,3,4,6,6,44.24929377967517,1958,5,0,5,5,2,632.0,1,3,3,2,2,0,0,203.0,3,0.0,918.0,1121.0,4,4,1,3,1336,0,0,1336,0.0,0.0,1,1,3,1,1,7,7,1,2,4,1958.0,1,2.0,488.0,2,3,2,80,0,0,0,0,0,4,4,4,0,12,2006,4,162000,44.24929377967517
2241,910205130,50,3,75.0,13710,1,2,0,1,2,1,0,1,5,4,3,1,5,5,44.15880433163923,1950,2,0,5,5,1,0.0,1,3,3,2,2,0,1,420.0,3,0.0,490.0,910.0,4,2,1,3,910,648,0,1558,0.0,0.0,1,1,4,1,1,6,7,0,5,4,1950.0,0,1.0,282.0,2,3,2,289,0,0,0,0,0,4,2,4,0,6,2007,4,152000,44.15880433163923
71,528477080,60,6,100.0,12552,1,2,0,1,2,2,0,21,5,4,3,6,7,5,44.76605857119878,2005,2,0,11,12,1,0.0,2,3,5,3,2,0,5,222.0,3,0.0,769.0,991.0,4,4,1,4,991,956,0,1947,0.0,0.0,2,1,3,1,2,8,7,1,3,4,2004.0,1,2.0,678.0,2,3,2,0,136,0,0,0,0,4,1,4,0,5,2010,4,254900,44.77722635447622
1143,531384030,60,5,43.0,14565,1,2,3,1,2,4,0,13,5,4,3,6,7,5,44.654227123532216,1995,2,0,11,12,2,145.0,2,3,5,3,2,2,5,537.0,3,0.0,295.0,832.0,4,4,1,4,832,825,0,1657,0.0,0.0,2,1,3,1,2,6,7,0,5,4,1994.0,1,2.0,483.0,2,3,2,144,74,0,0,0,0,4,4,1,2000,11,2008,4,189000,44.66542286825459
1021,527302185,20,5,56.0,18559,1,2,2,1,2,4,0,16,5,4,3,4,7,5,44.474711915874174,1978,5,0,9,10,2,383.0,2,2,3,3,2,0,5,1206.0,2,186.0,656.0,2048.0,4,2,1,4,2064,0,0,2064,1.0,0.0,2,0,3,1,2,7,7,2,1,4,1978.0,2,2.0,550.0,2,3,2,200,0,0,0,0,0,4,4,4,0,8,2008,4,235000,44.474711915874174
1416,905479110,190,5,68.0,10880,1,2,0,1,2,1,0,5,5,4,0,4,5,5,44.15880433163923,1950,2,0,6,8,1,0.0,1,3,3,2,2,0,3,1040.0,3,0.0,124.0,1164.0,3,2,0,4,1164,0,0,1164,1.0,0.0,1,0,3,1,1,5,7,0,5,1,1950.0,0,1.0,240.0,2,3,2,0,48,0,0,0,0,4,4,4,0,8,2008,2,125000,44.15880433163923
35,527453150,120,5,24.0,2280,1,2,0,1,2,0,0,9,5,4,1,4,7,6,44.44097208657794,1975,2,0,9,3,1,0.0,1,3,3,3,2,0,4,0.0,3,0.0,836.0,836.0,4,4,1,4,836,0,0,836,0.0,0.0,1,0,2,1,1,4,7,0,5,4,1975.0,0,1.0,308.0,2,3,2,0,30,0,0,0,0,4,4,4,0,6,2010,4,120000,44.44097208657794
2904,923125030,20,0,125.0,31250,1,2,0,1,2,1,0,12,0,4,3,4,1,3,44.170125650715555,1951,2,0,1,12,1,0.0,1,1,3,5,5,4,6,0.0,6,0.0,0.0,0.0,4,2,1,3,1600,0,0,1600,0.0,0.0,1,1,3,1,1,6,3,0,5,4,1951.0,0,1.0,270.0,1,3,0,0,0,135,0,0,0,4,4,4,0,5,2006,4,81500,44.170125650715555
2174,908127100,90,5,81.0,11841,0,2,0,1,2,1,0,5,5,4,2,2,6,5,44.609416046390926,1990,2,0,8,9,2,104.0,1,2,3,3,2,2,5,816.0,3,0.0,0.0,816.0,4,2,1,4,816,0,0,816,1.0,0.0,1,0,3,1,1,5,7,0,5,6,1972.0,3,0.0,0.0,5,5,2,0,32,0,0,0,0,4,4,4,0,5,2007,4,118500,44.609416046390926
522,528458160,20,6,85.0,9187,1,2,0,1,2,1,0,21,5,4,3,4,9,5,44.82186966202994,2009,2,0,12,14,3,162.0,3,3,5,4,2,1,5,1121.0,3,0.0,645.0,1766.0,4,4,1,4,1766,0,0,1766,1.0,0.0,2,1,2,1,3,7,7,1,3,4,2009.0,2,3.0,478.0,2,3,2,195,130,0,0,0,0,4,4,4,0,10,2009,8,370878,44.82186966202994
2211,909275030,90,4,82.0,6270,1,2,0,3,2,1,0,19,5,4,2,6,5,6,44.14748010928823,1950,2,0,6,8,1,0.0,1,3,3,2,2,0,1,284.0,3,0.0,717.0,1001.0,4,2,0,3,1001,1001,0,2002,0.0,0.0,2,0,4,2,1,8,7,0,5,3,1949.0,0,3.0,871.0,2,3,2,0,0,0,0,0,0,4,4,4,0,8,2007,4,145000,44.15880433163923
1539,909425010,50,5,79.0,15660,1,2,2,1,2,2,0,19,5,4,3,1,7,9,44.034077712607996,2006,2,0,11,12,2,312.0,2,2,3,2,2,0,1,341.0,3,0.0,457.0,798.0,4,4,1,4,1137,817,0,1954,0.0,1.0,1,1,3,1,2,8,7,2,2,4,1939.0,0,2.0,431.0,2,3,2,0,119,150,0,0,0,4,4,4,0,5,2008,4,311500,44.78839135311738
2420,528228280,120,5,43.0,3087,1,2,0,1,2,1,0,17,5,4,4,4,7,5,44.78839135311738,2006,2,0,11,12,2,14.0,2,3,5,3,2,2,5,453.0,3,0.0,767.0,1220.0,4,4,1,4,1364,0,0,1364,1.0,0.0,2,0,2,1,2,6,7,1,3,4,2006.0,2,2.0,437.0,2,3,2,100,16,0,0,0,0,4,4,4,0,11,2006,8,210250,44.78839135311738
2779,907192010,60,5,95.0,13450,1,2,2,1,2,2,0,18,5,4,3,6,7,5,44.74371464239419,2002,2,0,11,12,1,0.0,2,3,5,3,2,0,5,700.0,3,0.0,216.0,916.0,4,4,1,4,920,941,0,1861,1.0,0.0,2,1,3,1,2,8,7,0,5,5,2002.0,1,2.0,492.0,2,3,2,146,91,0,0,0,0,4,4,4,0,6,2006,4,200000,44.74371464239419
953,914476020,90,5,75.0,10125,1,2,0,1,2,1,0,12,5,4,2,1,5,5,44.46346815083142,1977,2,0,9,10,1,0.0,1,3,3,5,5,4,6,0.0,6,0.0,0.0,0.0,4,2,1,4,1302,432,0,1734,0.0,0.0,2,0,4,2,2,8,7,0,5,4,1977.0,0,2.0,539.0,2,3,2,0,0,0,0,0,0,4,4,4,0,8,2009,3,126000,44.46346815083142
658,535377150,70,5,80.0,8146,1,2,0,1,2,2,0,3,5,4,3,6,4,8,43.58898943540674,2003,2,0,6,8,1,0.0,2,2,1,1,2,0,4,0.0,3,0.0,405.0,405.0,4,3,1,4,717,322,0,1039,0.0,0.0,1,0,2,1,1,6,7,0,5,1,1940.0,0,1.0,281.0,2,3,0,0,0,168,0,111,0,4,4,4,0,5,2009,4,114000,44.75488800120049
714,902301060,70,3,60.0,9600,1,2,0,1,2,1,0,3,5,4,3,6,4,4,43.70354676682432,1950,2,0,11,12,1,0.0,2,2,1,1,2,0,4,0.0,3,0.0,677.0,677.0,4,2,1,4,833,677,0,1510,0.0,0.0,2,0,3,1,2,7,7,0,5,1,1974.0,0,2.0,720.0,2,3,0,0,0,160,0,0,0,4,4,4,0,6,2009,4,87500,44.15880433163923
1637,527212060,60,5,98.0,12328,1,2,2,1,2,1,0,27,5,4,3,6,8,5,44.77722635447622,2005,5,0,11,12,3,146.0,2,3,5,4,2,1,5,986.0,3,0.0,163.0,1149.0,4,4,1,4,1164,1377,0,2541,1.0,0.0,3,1,4,1,3,10,7,1,3,5,2005.0,2,3.0,729.0,2,3,2,120,32,0,0,0,0,4,4,4,0,7,2007,4,349265,44.77722635447622
538,531369020,20,5,76.0,10141,1,2,2,1,2,1,0,13,5,4,3,4,8,5,44.76605857119878,2004,2,1,11,12,2,264.0,2,3,5,3,2,3,1,516.0,2,774.0,222.0,1512.0,4,4,1,4,1512,0,0,1512,0.0,0.0,2,0,3,1,2,6,7,0,5,4,2004.0,1,3.0,845.0,2,3,2,210,36,0,0,0,0,4,4,4,0,1,2009,4,203000,44.76605857119878
546,531385020,20,5,65.0,8529,1,2,2,1,2,1,0,13,5,4,3,4,7,5,44.73253849269008,2001,2,0,11,12,1,0.0,2,3,5,3,2,0,5,20.0,3,0.0,1434.0,1454.0,4,4,1,4,1434,0,0,1434,0.0,0.0,2,0,3,1,2,6,7,1,2,4,2001.0,1,2.0,527.0,2,3,2,290,39,0,0,0,0,4,4,4,0,4,2009,4,189000,44.73253849269008
533,528490070,60,6,65.0,8127,1,2,2,1,2,1,0,21,5,4,3,6,7,5,44.75488800120049,2003,2,0,11,12,1,0.0,2,3,5,3,2,0,5,410.0,3,0.0,402.0,812.0,4,4,1,4,812,841,0,1653,1.0,0.0,2,1,3,1,2,6,7,0,5,4,2003.0,1,2.0,628.0,2,3,2,0,45,0,0,0,0,4,4,4,0,3,2009,4,209000,44.75488800120049
718,902327070,70,3,70.0,8400,1,2,0,1,2,2,0,3,0,4,3,6,6,7,43.58898943540674,1950,2,0,4,11,1,0.0,1,3,1,1,4,1,4,0.0,3,0.0,917.0,917.0,4,3,1,3,1090,917,0,2007,0.0,0.0,2,0,3,1,3,8,7,0,5,1,1930.0,0,1.0,357.0,2,3,2,0,235,0,0,0,0,4,4,4,0,6,2009,4,160000,44.15880433163923
1830,532479050,20,5,44.0,10751,1,2,2,1,2,4,0,8,2,4,3,4,5,5,44.429719783046124,1974,2,0,9,10,2,44.0,1,3,3,1,2,3,3,787.0,3,0.0,250.0,1037.0,4,2,1,4,1037,0,0,1037,1.0,0.0,1,0,2,1,1,5,7,0,5,4,1974.0,1,2.0,431.0,2,3,2,136,47,0,0,0,0,4,4,4,0,8,2007,4,129000,44.429719783046124
2929,924100070,20,5,77.0,10010,1,2,0,1,2,1,2,12,5,4,3,4,5,5,44.429719783046124,1975,2,0,8,9,1,0.0,1,3,3,3,2,2,3,1071.0,1,123.0,195.0,1389.0,4,3,1,4,1389,0,0,1389,1.0,0.0,1,0,2,1,1,6,7,1,2,4,1975.0,1,2.0,418.0,2,3,2,240,38,0,0,0,0,4,4,4,0,4,2006,4,170000,44.44097208657794
2207,909254140,30,5,40.0,4280,1,2,0,1,2,1,0,19,5,4,3,4,5,6,43.73785545725808,2002,2,0,7,6,1,0.0,1,3,5,2,2,0,2,365.0,3,0.0,75.0,440.0,4,2,0,4,694,0,0,694,0.0,0.0,1,0,2,1,2,4,7,1,3,1,1990.0,0,1.0,352.0,4,3,1,0,0,34,0,0,0,4,2,4,0,3,2007,4,90350,44.74371464239419
1417,905480150,50,5,60.0,9600,1,2,0,1,2,2,0,5,0,4,3,1,6,5,43.86342439892262,1950,2,0,5,5,1,0.0,1,3,1,2,2,0,4,0.0,3,0.0,572.0,572.0,0,1,0,2,572,524,0,1096,0.0,0.0,1,0,2,1,1,5,7,0,5,6,1998.0,3,0.0,0.0,5,5,0,0,8,128,0,0,0,4,4,4,0,4,2008,4,79000,44.15880433163923
2787,907203040,20,5,70.0,9800,1,2,0,1,2,2,0,18,5,4,3,4,5,7,44.40720662234904,1972,2,0,11,12,1,0.0,1,3,5,2,2,0,3,894.0,3,0.0,0.0,894.0,4,2,1,4,894,0,0,894,1.0,0.0,1,0,3,1,1,5,7,0,5,4,1975.0,0,2.0,552.0,2,3,2,256,0,0,0,0,0,4,1,4,0,7,2006,4,149900,44.40720662234904
1037,527403360,20,5,63.0,7560,1,2,0,1,2,1,0,11,5,4,3,4,5,5,44.395945760846224,1971,5,0,6,8,1,0.0,1,3,3,3,2,0,0,119.0,4,613.0,132.0,864.0,4,2,1,4,864,0,0,864,1.0,0.0,1,0,3,1,1,5,7,0,5,1,1977.0,0,2.0,576.0,2,3,2,0,0,0,0,0,0,4,4,4,0,5,2008,4,123000,44.395945760846224
